,CWSID,RegulatingAgency,WaterSystemName,Score_DroughtWatchStatus,WaterOutageDroughtViolation,BottledHauledWaterOrZeroSource,CurtailmentExemptionPetition,Score_1704,FundedProject,DroughtExperienced,ServiceConnections,Population,Score_SourceNumber,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,PWPhysicalAddressLat,PWPhysicalAddressLong,CentralValleyCounties,NonCentralValleyCounties,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8_CentralValley,HUC8_Coast,HUC8_Other,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,DSCI2WYAvg,TNCFlow2WYAvg,ind,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2
806,CA1910098,DISTRICT 15 - METROPOLITAN,GSWC - NORWALK,0,0,0,0,0,0,0,9361,43903,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,33.9620372,-118.0593621,No,LOS ANGELES,7,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.991,0.009,NotExpected,0.997,0.003,NotExpected,0.994,0.006,NotExpected,0.996,0.004,NotExpected,0.997,0.003,NotExpected
807,CA1910099,DISTRICT 15 - METROPOLITAN,PARADISE RANCH MHP,0,0,0,0,0,0,0,95,345,0,0,0,0,724,0,0,0,0,0,1,0,0,1,0.333333333,34.5748768,-118.6910306,No,LOS ANGELES,4,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070102,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,146.4285714,114.0906851,1,0.566,0.434,NotExpected,0.537,0.463,NotExpected,0.493,0.507,Expected,0.482,0.518,Expected,0.488,0.512,Expected
808,CA1910101,DISTRICT 07 - HOLLYWOOD,ORCHARD DALE WATER DISTRICT,0,0,0,0,0,0,0,4325,25000,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,33.9346237,-118.0370655,No,LOS ANGELES,0,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,68.43379361,2,0.977,0.023,NotExpected,0.992,0.008,NotExpected,0.992,0.008,NotExpected,0.993,0.007,NotExpected,0.996,0.004,NotExpected
809,CA1910102,DISTRICT 07 - HOLLYWOOD,PALMDALE WATER DIST.,0,0,0,0,0,0,0,26797,115525,0,0,0,0,-1,0,0,2,2,1,0,1,0,6,-1,34.5879201,-118.0932017,No,LOS ANGELES,23,2,NotInCurtailedWatershed,1809,HUC8_Other,HUC8_Other,18090206,FR-6,FR-999,0-000,0-000,0-000,6-044,0-000,0,146.4285714,17.72304317,1,0.744,0.256,NotExpected,0.729,0.271,NotExpected,0.775,0.225,NotExpected,0.749,0.251,NotExpected,0.778,0.222,NotExpected
810,CA1910103,DISTRICT 16 - CENTRAL,PALM RANCH IRRIGATION DIST.,0,0,0,0,0,0,0,1702,5564,0,0,0,0,2319,0,0,0,0,1,1,1,0,3,0,34.6458035,-118.2178257,No,LOS ANGELES,4,0,NotInCurtailedWatershed,1809,HUC8_Other,HUC8_Other,18090206,6,0-000,0-000,0-000,0-000,6-044,0-000,1,146.4285714,17.72304317,1,0.754,0.246,NotExpected,0.789,0.211,NotExpected,0.781,0.219,NotExpected,0.785,0.215,NotExpected,0.778,0.222,NotExpected
811,CA1910104,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO. - PALOS VER,0,0,0,0,0,0,0,24081,70363,0,0,0,0,-1,0,0,0,0,1,0,0,1,2,0,33.7605805,-118.3786542,No,LOS ANGELES,0,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070104,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,1,146.4285714,11.63326813,1,0.853,0.147,NotExpected,0.834,0.166,NotExpected,0.83,0.17,NotExpected,0.813,0.187,NotExpected,0.827,0.173,NotExpected
812,CA1910105,DISTRICT 07 - HOLLYWOOD,"PARAMOUNT - CITY, WATER DEPT.",0,0,0,0,0,0,0,7381,55461,0,0,0,0,-1,0,0,0,0,0,1,0,1,2,0,33.8848232,-118.1611812,No,LOS ANGELES,2,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.997,0.003,NotExpected,0.996,0.004,NotExpected,0.997,0.003,NotExpected,0.996,0.004,NotExpected,0.998,0.002,NotExpected
813,CA1910108,DISTRICT 15 - METROPOLITAN,CITY OF BELL GARDENS,0,0,0,0,0,0,0,1652,11292,0,0,0,0,2345,0,0,0,0,1,2,0,2,5,0,33.9677029,-118.1498912,No,LOS ANGELES,1,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.979,0.021,NotExpected,0.98,0.02,NotExpected,0.991,0.009,NotExpected,0.986,0.014,NotExpected,0.993,0.007,NotExpected
814,CA1910117,DISTRICT 22 - ANGELES,"MONTEBELLO-CITY, WATER DEPT.",0,0,0,0,0,0,0,1503,8157,0,0,0,0,2370,0,0,0,0,2,2,2,0,6,0,34.024517,-118.139764,No,LOS ANGELES,1,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,2,0.966,0.034,NotExpected,0.977,0.023,NotExpected,0.988,0.012,NotExpected,0.983,0.017,NotExpected,0.992,0.008,NotExpected
815,CA1910124,DISTRICT 15 - METROPOLITAN,PASADENA WATER AND POWER,0,0,0,0,0,0,0,36448,170402,0,0,0,0,-1,0,0,0,0,0,2,2,2,6,-1,34.1433399,-118.1409318,No,LOS ANGELES,9,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-023,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.969,0.031,NotExpected,0.973,0.027,NotExpected,0.972,0.028,NotExpected,0.975,0.025,NotExpected,0.974,0.026,NotExpected
816,CA1910125,DISTRICT 07 - HOLLYWOOD,PICO WD,0,0,0,0,0,0,0,5335,25284,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0.333333333,34.0014401,-118.0762141,No,LOS ANGELES,5,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,0,146.4285714,68.43379361,1,0.977,0.023,NotExpected,0.988,0.012,NotExpected,0.991,0.009,NotExpected,0.994,0.006,NotExpected,0.996,0.004,NotExpected
817,CA1910126,DISTRICT 15 - METROPOLITAN,"POMONA - CITY, WATER DEPT.",0,0,0,0,0,0,0,30432,152361,0,0,0,0,-1,0,0,0,0,1,1,2,0,4,-1,34.0588759,-117.7621216,No,LOS ANGELES,26,1,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4A8,0-000,0-000,4-013,0-000,0-000,8-002,1,146.4285714,68.43379361,1,0.948,0.052,NotExpected,0.965,0.035,NotExpected,0.971,0.029,NotExpected,0.971,0.029,NotExpected,0.977,0.023,NotExpected
818,CA1910127,DISTRICT 07 - HOLLYWOOD,"COVINA-CITY, WATER DEPT.",0,0,0,0,0,0,0,8571,33300,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,34.0878709,-117.8891721,No,LOS ANGELES,0,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.985,0.015,NotExpected,0.992,0.008,NotExpected,0.99,0.01,NotExpected,0.991,0.009,NotExpected,0.993,0.007,NotExpected
819,CA1910128,DISTRICT 15 - METROPOLITAN,COVINA IRRIGATING CO.,0,0,0,0,0,0,0,12,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,3,-1,34.0872422,-117.8888084,No,LOS ANGELES,3,4,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,FR-4,FR-999,0-000,4-013,0-000,0-000,0-000,0,146.4285714,68.43379361,1,0.937,0.063,NotExpected,0.955,0.045,NotExpected,0.967,0.033,NotExpected,0.974,0.026,NotExpected,0.973,0.027,NotExpected
820,CA1910130,DISTRICT 16 - CENTRAL,QUARTZ HILL WATER DIST.,0,0,0,0,0,0,0,5814,20352,0,0,0,0,-1,0,0,0,0,1,1,0,0,2,0,34.6594669,-118.2200417,No,LOS ANGELES,10,0,NotInCurtailedWatershed,1809,HUC8_Other,HUC8_Other,18090206,6,0-000,0-000,0-000,0-000,6-044,0-000,1,146.4285714,17.72304317,1,0.83,0.17,NotExpected,0.842,0.158,NotExpected,0.844,0.156,NotExpected,0.824,0.176,NotExpected,0.84,0.16,NotExpected
821,CA1910134,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO. - HERM/REDO,0,0,0,0,0,0,0,26722,96456,0,0,0,0,-1,0,0,0,0,1,0,0,1,2,0,33.8116555,-118.3337298,No,LOS ANGELES,3,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.989,0.011,NotExpected,0.992,0.008,NotExpected,0.994,0.006,NotExpected,0.996,0.004,NotExpected,0.996,0.004,NotExpected
822,CA1910139,DISTRICT 07 - HOLLYWOOD,CAL/AM WATER COMPANY - SAN MARINO,0,0,0,0,0,0,0,14427,47626,0,0,0,0,-1,0,0,0,0,0,1,0,1,2,0,34.092435,-118.0803525,No,LOS ANGELES,9,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-0134-023,0-000,0-000,0-000,1,146.4285714,117.3228361,2,0.971,0.029,NotExpected,0.967,0.033,NotExpected,0.968,0.032,NotExpected,0.964,0.036,NotExpected,0.969,0.031,NotExpected
823,CA1910140,DISTRICT 16 - CENTRAL,RUBIO CANON LAND & WATER ASSOCIATION,0,0,0,0,0,0,0,3128,9600,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,34.1819329,-118.1384862,No,LOS ANGELES,2,3,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-023,0-000,0-000,0-000,1,146.4285714,117.3228361,2,0.902,0.098,NotExpected,0.905,0.095,NotExpected,0.923,0.077,NotExpected,0.924,0.076,NotExpected,0.918,0.082,NotExpected
824,CA1910142,DISTRICT 07 - HOLLYWOOD,GSWC-SAN DIMAS,0,0,0,0,0,0,0,16118,55338,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,34.1025885,-117.7944828,No,LOS ANGELES,5,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.987,0.013,NotExpected,0.997,0.003,NotExpected,0.992,0.008,NotExpected,0.994,0.006,NotExpected,0.995,0.005,NotExpected
825,CA1910143,DISTRICT 16 - CENTRAL,"SAN FERNANDO-CITY, WATER DEPT.",0,0,0,0,0,0,0,5269,24322,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,34.2840671,-118.4382183,No,LOS ANGELES,3,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-012,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.883,0.117,NotExpected,0.893,0.107,NotExpected,0.904,0.096,NotExpected,0.918,0.082,NotExpected,0.923,0.077,NotExpected
826,CA1910144,DISTRICT 07 - HOLLYWOOD,SAN GABRIEL COUNTY WD,0,0,0,0,0,0,0,9287,45000,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,34.0914177,-118.0869967,No,LOS ANGELES,6,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-0134-023,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.955,0.045,NotExpected,0.947,0.053,NotExpected,0.943,0.057,NotExpected,0.954,0.046,NotExpected,0.951,0.049,NotExpected
827,CA1910146,DISTRICT 16 - CENTRAL,"SANTA MONICA-CITY, WATER DIVISION",0,0,0,0,0,0,0,16970,91411,0,0,0,0,-1,0,0,0,0,0,1,0,1,2,0,34.0434189,-118.4663853,No,LOS ANGELES,10,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070104,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,11.63326813,1,0.931,0.069,NotExpected,0.926,0.074,NotExpected,0.937,0.063,NotExpected,0.921,0.079,NotExpected,0.928,0.072,NotExpected
828,CA1910147,DISTRICT 22 - ANGELES,SATIVA WATER SYSTEM,0,0,0,0,0,0,0,1643,6837,0,0,0,0,2335,0,0,0,0,1,1,1,1,4,0,33.9078641,-118.23591,No,LOS ANGELES,2,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.98,0.02,NotExpected,0.982,0.018,NotExpected,0.994,0.006,NotExpected,0.991,0.009,NotExpected,0.994,0.006,NotExpected
829,CA1910148,DISTRICT 07 - HOLLYWOOD,"SIERRA MADRE-CITY, WATER DEPT.",0,0,0,0,0,0,0,3784,11000,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,34.1615871,-118.0578529,No,LOS ANGELES,5,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,FR-4,FR-999,0-000,4-023,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.958,0.042,NotExpected,0.953,0.047,NotExpected,0.965,0.035,NotExpected,0.967,0.033,NotExpected,0.959,0.041,NotExpected
830,CA1910149,DISTRICT 07 - HOLLYWOOD,"SIGNAL HILL - CITY, WATER DEPT.",0,0,0,0,0,0,0,3123,11795,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,33.7968785,-118.168357,No,LOS ANGELES,2,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.985,0.015,NotExpected,0.993,0.007,NotExpected,0.997,0.003,NotExpected,0.995,0.005,NotExpected,0.995,0.005,NotExpected
831,CA1910152,DISTRICT 22 - ANGELES,"SOUTH GATE-CITY, WATER DEPT.",0,0,0,0,0,0,0,14289,76443,0,0,0,0,-1,0,0,0,0,1,1,1,1,4,0,33.9602862,-118.1918935,No,LOS ANGELES,11,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.995,0.005,NotExpected,0.996,0.004,NotExpected,0.999,0.001,NotExpected,0.996,0.004,NotExpected,0.997,0.003,NotExpected
832,CA1910153,DISTRICT 22 - ANGELES,SOUTH MONTEBELLO IRRIGATION DIST.,0,0,0,0,0,0,0,2374,8205,0,0,0,0,2248,0,0,0,0,0,0,1,0,1,0.333333333,34.0014624,-118.1058098,No,LOS ANGELES,4,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,0,146.4285714,117.3228361,1,0.97,0.03,NotExpected,0.984,0.016,NotExpected,0.993,0.007,NotExpected,0.996,0.004,NotExpected,0.996,0.004,NotExpected
833,CA1910154,DISTRICT 16 - CENTRAL,CITY OF SOUTH PASADENA,0,0,0,0,0,0,0,6193,26174,0,0,0,0,-1,0,0,0,0,1,1,1,1,4,0,34.115201,-118.1595586,No,LOS ANGELES,2,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.987,0.013,NotExpected,0.992,0.008,NotExpected,0.993,0.007,NotExpected,0.993,0.007,NotExpected,0.995,0.005,NotExpected
834,CA1910155,DISTRICT 15 - METROPOLITAN,GSWC - SOUTHWEST,0,0,0,0,0,0,0,51888,275538,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,33.8898518,-118.3044456,No,LOS ANGELES,13,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.987,0.013,NotExpected,0.997,0.003,NotExpected,0.996,0.004,NotExpected,0.996,0.004,NotExpected,0.998,0.002,NotExpected
835,CA1910156,DISTRICT 22 - ANGELES,"BEVERLY HILLS-CITY, WATER DEPT.",0,0,0,0,0,0,0,10913,45007,0.5,0,0,0,-1,0,0,0,0,0,1,1,1,3,0,34.0744054,-118.3966845,No,LOS ANGELES,5,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070104,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,11.63326813,2,0.901,0.099,NotExpected,0.883,0.117,NotExpected,0.886,0.114,NotExpected,0.866,0.134,NotExpected,0.883,0.117,NotExpected
836,CA1910157,DISTRICT 15 - METROPOLITAN,SUNNY SLOPE WATER CO.,0,0,0,0,0,0,0,6325,30700,0,0,0,0,-1,0,0,0,0,1,2,2,1,6,0.333333333,34.1299046,-118.0886291,No,LOS ANGELES,5,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-0134-023,0-000,0-000,0-000,0,146.4285714,117.3228361,1,0.928,0.072,NotExpected,0.931,0.069,NotExpected,0.93,0.07,NotExpected,0.94,0.06,NotExpected,0.946,0.054,NotExpected
837,CA1910158,LPA49 - LA COUNTY,STERLING MUTUAL WATER COMPANY,0,0,0,0,0,0,0,201,548,0.5,0,0,0,1658,0,0,0,2,0,0,0,0,2,0.333333333,34.0795895,-118.0115545,No,LOS ANGELES,2,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,0,146.4285714,117.3228361,1,0.944,0.056,NotExpected,0.967,0.033,NotExpected,0.979,0.021,NotExpected,0.977,0.023,NotExpected,0.975,0.025,NotExpected
838,CA1910159,DISTRICT 07 - HOLLYWOOD,TRACT 180 MUTUAL WATER CO.,0,0,0,0,0,0,0,1184,14000,0.5,0,0,0,1741,0,0,0,0,0,0,0,0,0,0.333333333,33.9699972,-118.1869366,No,LOS ANGELES,2,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,0,146.4285714,117.3228361,1,0.975,0.025,NotExpected,0.983,0.017,NotExpected,0.993,0.007,NotExpected,0.996,0.004,NotExpected,0.992,0.008,NotExpected
839,CA1910160,DISTRICT 07 - HOLLYWOOD,TRACT 349 MUTUAL WATER CO.,0,0,0,0,0,0,0,922,7500,0,0,0,0,2350,0,1,0,0,0,0,0,0,2,0,33.9607814,-118.1867523,No,LOS ANGELES,2,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.963,0.037,NotExpected,0.979,0.021,NotExpected,0.987,0.013,NotExpected,0.988,0.012,NotExpected,0.996,0.004,NotExpected
840,CA1910161,DISTRICT 22 - ANGELES,LIBERTY UTILITIES - LYNWOOD,0,0,0,0,0,0,0,4496,24171,0,0,0,0,-1,0,0,0,0,1,2,0,2,5,0,33.922981,-118.1128622,No,LOS ANGELES,2,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.972,0.028,NotExpected,0.988,0.012,NotExpected,0.988,0.012,NotExpected,0.984,0.016,NotExpected,0.994,0.006,NotExpected
841,CA1910163,DISTRICT 16 - CENTRAL,VALENCIA HEIGHTS WATER CO.,0,0,0,0,0,0,0,1680,7775,0,0,0,0,2165,0,0,0,0,0,1,1,1,3,0,34.0696696,-117.8807079,No,LOS ANGELES,3,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.953,0.047,NotExpected,0.972,0.028,NotExpected,0.973,0.027,NotExpected,0.975,0.025,NotExpected,0.988,0.012,NotExpected
842,CA1910165,DISTRICT 07 - HOLLYWOOD,VALLEY VIEW MUTUAL WATER CO.,0,0,0,0,0,0,0,1389,4571,0,0,0,0,2137,0,0,0,0,1,2,2,2,7,0,34.0918135,-117.9744831,No,LOS ANGELES,1,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.936,0.064,NotExpected,0.957,0.043,NotExpected,0.966,0.034,NotExpected,0.959,0.041,NotExpected,0.983,0.017,NotExpected
843,CA1910166,DISTRICT 15 - METROPOLITAN,VALLEY WATER CO.,0,0,0,0,0,0,0,3614,10070,0,0,0,0,-1,0,0,0,0,0,2,1,1,4,0,34.1989853,-118.1856213,No,LOS ANGELES,4,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-023,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.94,0.06,NotExpected,0.946,0.054,NotExpected,0.947,0.053,NotExpected,0.948,0.052,NotExpected,0.946,0.054,NotExpected
844,CA1910167,DISTRICT 15 - METROPOLITAN,"VERNON-CITY, WATER DEPT.",0,0,0,0,0,0,0,1077,28000,0,0,0,0,-1,0,0,0,0,0,1,0,1,2,0,34.0047215,-118.2308703,No,LOS ANGELES,8,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,2,0.99,0.01,NotExpected,0.995,0.005,NotExpected,0.998,0.002,NotExpected,0.995,0.005,NotExpected,0.995,0.005,NotExpected
845,CA1910169,DISTRICT 07 - HOLLYWOOD,WALNUT PARK MUTUAL WATER CO.,0,0,0,0,0,0,0,2832,16180,0,0,0,0,2367,0,0,0,0,0,0,0,0,0,0,33.9743007,-118.2286087,No,LOS ANGELES,3,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,117.3228361,2,0.986,0.014,NotExpected,0.991,0.009,NotExpected,0.993,0.007,NotExpected,0.996,0.004,NotExpected,0.997,0.003,NotExpected
846,CA1910173,DISTRICT 07 - HOLLYWOOD,"WHITTIER-CITY, WATER DEPT.",0,0,0,0,0,0,0,11562,49954,0,0,0,0,-1,0,0,0,0,0,2,1,1,4,0,33.9748392,-118.0333377,No,LOS ANGELES,6,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.985,0.015,NotExpected,0.995,0.005,NotExpected,0.992,0.008,NotExpected,0.991,0.009,NotExpected,0.993,0.007,NotExpected
847,CA1910174,DISTRICT 07 - HOLLYWOOD,SUBURBAN WATER SYSTEMS-WHITTIER,0,0,0,0,0,0,0,17990,64489,0,0,0,0,-1,0,0,0,0,0,1,1,1,3,0,34.1036714,-117.8734883,No,LOS ANGELES,5,1,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-0114-013,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.89,0.11,NotExpected,0.867,0.133,NotExpected,0.881,0.119,NotExpected,0.858,0.142,NotExpected,0.873,0.127,NotExpected
848,CA1910179,DISTRICT 07 - HOLLYWOOD,"BURBANK-CITY, WATER DEPT.",0,0,0,0,0,0,0,25786,105861,0,0,0,0,-1,0,0,0,0,0,0,0,2,2,-1,34.1779551,-118.3166046,No,LOS ANGELES,8,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-012,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.963,0.037,NotExpected,0.964,0.036,NotExpected,0.97,0.03,NotExpected,0.962,0.038,NotExpected,0.97,0.03,NotExpected
849,CA1910185,DISTRICT 16 - CENTRAL,LOS ANGELES CWWD 36-VAL VERDE,0,0,0,0,0,0,0,1384,5289,0,0,0,0,2290,0,0,0,0,2,2,2,2,8,0,34.0849831,-118.1501197,No,LOS ANGELES,1,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-004,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.933,0.067,NotExpected,0.937,0.063,NotExpected,0.944,0.056,NotExpected,0.946,0.054,NotExpected,0.956,0.044,NotExpected
850,CA1910186,DISTRICT 07 - HOLLYWOOD,CAL-AM WATER COMPANY - DUARTE,0,0,0,0,0,0,0,7494,24734,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0.333333333,34.092435,-118.0803525,No,LOS ANGELES,9,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,0,146.4285714,117.3228361,1,0.988,0.012,NotExpected,0.994,0.006,NotExpected,0.993,0.007,NotExpected,0.987,0.013,NotExpected,0.996,0.004,NotExpected
851,CA1910189,DISTRICT 22 - ANGELES,SAN GABRIEL VALLEY WATER CO.-MONTEBELLO,0,0,0,0,0,0,0,1579,8630,0,0,0,0,-1,0,0,0,0,2,2,2,0,6,0,34.0625523,-118.0325602,No,LOS ANGELES,0,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070105,HUC8_Coast,4,0-000,0-000,4-013,0-000,0-000,0-000,1,146.4285714,117.3228361,1,0.962,0.038,NotExpected,0.976,0.024,NotExpected,0.982,0.018,NotExpected,0.983,0.017,NotExpected,0.988,0.012,NotExpected
852,CA1910191,DISTRICT 15 - METROPOLITAN,"NORWALK - CITY, WATER DEPT.",0,0,0,0,0,0,0,5320,12794,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,33.9165918,-118.0614467,No,LOS ANGELES,3,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,4,0-000,0-000,4-011,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.973,0.027,NotExpected,0.993,0.007,NotExpected,0.993,0.007,NotExpected,0.99,0.01,NotExpected,0.995,0.005,NotExpected
853,CA1910194,DISTRICT 22 - ANGELES,ROWLAND WATER DISTRICT,0,0,0,0,0,0,0,13332,59283,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,33.9664971,-117.9166512,No,LOS ANGELES,0,0,NotInCurtailedWatershed,1807,HUC8_Coast,18070106,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,1,146.4285714,68.43379361,1,0.938,0.062,NotExpected,0.93,0.07,NotExpected,0.921,0.079,NotExpected,0.897,0.103,NotExpected,0.917,0.083,NotExpected
